,Text,TextEng
110,"Kalo NIKUBA di terapkan dan dipasarkan di indonesia. Pertamina akan terancam, bgtu jg kelistrikan. Makanya susah di dampingi dn di dukukung oleh pihak2 pemerintah.","If NIKUBA is implemented and marketed in Indonesia. Pertamina will be threatened, so will electricity. That's why it's hard to be accompanied and supported by government parties."
111,Yaampun pembodohan publik bahkan dari media yg ditonton jutaan orang. Bahkan di Italy ga ada berita ttg Nikuba ini 😂😂😂😂😂😂😂😂😂😂😂😂😂,"Yes, public duping even from the media that is watched by millions of people. Even in Italy there is no news about Nikuba 😂😂😂😂😂😂😂😂😂😂😂😂😂"
112,"Pertanyaannya sih simple, kenapa kita tdk mengembangkan nikuba ketimbang wara Wiri ngeributin motor elektrik?","The question is simple, why don't we develop Nikuba instead of Wara Wiri making a fuss about electric motorbikes?"
113,Nikuba lebih berharga di negara lain.karna di negara sendiri takut perusahaan bumn tersaingi bisnisnya.jadi segala cara di gunakan.,Nikuba is more valuable in other countries. Because in their own country they are afraid that state-owned companies will be competed in business. So all methods are used.
114,"lanjutkan pa ,Nikuba jos gandos,,,,,","keep going pa, Nikuba jos gandos,,,,,"
115,Yang membeli NIKUBA bukan pemerintah ITALI. tapi otomotif Itali. jadi jangan menyalahkan pemerintah Indonesia. Karena Indonesia tidak ada otomotif buatan asli Indonesia. jadi jangan nyinyir tentang pemerintah Indonesia..,It is not the Italian government that bought NIKUBA. but auto italian. so don't blame the Indonesian government. Because Indonesia does not have automotive made in Indonesia. So don't be sarcastic about the Indonesian government.
116,"😂😂 maunya di bodohin ni orang,nikuba cium aja bau nya gas yang keluar dari alat ini nanti akan tau alat palsu ini, jerman aja masih butuh proses panjang untuk merubah air jadi hidrogen,.
 ini alatnya cm seringkas sekecil itu sdh buat hidrogen siap pakai .
Beberapa kali banyak orang mencoba alat ini tapi pihak pak aryanto muter muter aja ngeles saja","😂😂 I want to be fooled by people, just try to smell the gas coming out of this tool later you will know this fake device, even Germany still needs a long process to convert water into hydrogen.
 This tool is as simple as it is as small as it is for ready-to-use hydrogen.
Several times, many people have tried this tool, but Pak Aryanto's side just went round and round and just finished it"
117,"Ini pada mudeng sistem nikubanya gx ya, kalau yg di aplikasi sekarang itu emang ganti 100% bbm? Di jelaskan jg gx berapa energi memisahkan H2 dan O2, sebanding gx? Nuklir aja  bisa ganti bbm tapi mau tah?
Orang Indo rame tapi gax pada mikir, batu ponari sini tak celupin.
Intinya harus ada perbaikan sampai di akui","Is this the mudeng on the Nikuba system, isn't it, what's in the current application, does it change 100% fuel? It also explains how much energy separates H2 and O2, is it proportional to gx? Nuclear can replace fuel but you want to know?
Indo people are busy but don't think, the ponari stones here don't dip.
The point is there must be improvement until it is recognized"
118,"Menurut saya, Buat penemu Nikuba enggak usah repot repot buat aja sendiri kalau ada yang beli dari dalam dan luar negeri jual aja ke pembeli kan selesai, kalau enggak ada yang beli mungkin  teknologinya perlu disempurnakan... biar beritanya enggak jadi ruwet.. 👍🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨","In my opinion, for the inventor of Nikuba, you don't have to bother making it yourself. If someone buys it from within and outside the country, just sell it to the buyer, it's done. If no one buys, maybe the technology needs to be perfected... so the news doesn't get complicated.. 👍🇲 🇨🇲🇨🇲🇨🇲🇨🇲🇨"
119,"masih menunggu, belum akan mengapresiasi ataupun menghujat. mengingat terlihat sederhananya sistem dan mekanisme nikuba ini. sekelas Italia pastilah lebih paham","still waiting, will not appreciate or blaspheme. given the apparent simplicity of this nikuba system and mechanism. Italian classmates must understand more"
120,"Nanti kalau teknologi ini sudah d sempurnakan,baru  indonesia minta kpd negara pengembang pasarkan nikuba k indonesia,Indonesiakan doyan impor😂😂😂,dan pemerintah saling menyalahkan knp skil SDM sendiri d ambil  negara lain...😏.","Later, when this technology has been perfected, then Indonesia will ask developing countries to market Nikuba to Indonesia, Indonesia is fond of imports😂😂😂, and the government blames each other why other countries take their own human resource skills...😏."
121,"Sebenarnya bukan tidak dihargai, tapi pemerintah takut warga Indonesia semuanya menggunakan nikuba sedangkan yg kita tau bahan bakar minyak ini salah satu penghasilan anggaran negara terbesar","Actually it's not that it's not being disrespected, but the government is afraid that Indonesian citizens will all use Nikuba while what we know is that fuel oil is one of the biggest state budget revenues."
122,Pertamina mau apa?? Ancur kalau nikuba disahkan di Indonesia.. mafia yg enak bisnis minyak mau makan apa nanti.. pom bensin pada kukut semua,Pertamina want what?? It's a mess if Nikuba is legalized in Indonesia.. what do the mafia that enjoy the oil business want to eat later.. gas stations are all packed
123,Sebenarnya kalau di seriusin nikuba bisa jadi alat politik 2024 seperti 10 tahun yang lalu yang katanya esemka bakal jadi mobil nasional dan sudah banyak yang order.,"Actually, if you take it seriously, Nikuba can become a political tool in 2024, like 10 years ago, when they said the Esemka would become a national car and many have already ordered it."
124,Giliran udah di panggil sama orang luar aja ikut nimbrung... Dulu aja skeptis sama nikuba..,"It's my turn to be called by outsiders, just join in... I used to be skeptical of Nikuba.."
125,"MEMALUKAN, BERITA NIKUBA DIVIRALKAN, INI MEMANG SDH LAMA, DIEROPA, JAPAN, SDH LAMA PAKAI TEKNOLOGI BERBASIS HYDROGEN. TOYOTA MIRAI , DI INGGRIS MALAH SDH ADA STASIUN PENGISIAN BAHAN BAKAR HUDROGEN BUAT MOBIL","SHAME, THE NEWS OF NICUBA HAS BEEN VIRALED, THIS IS IN A LONG TIME, IN EUROPE, JAPAN, IT HAS BEEN USING HYDROGEN-BASED TECHNOLOGY. TOYOTA MIRAI, IN THE UK THERE IS A HUDROGEN REFILLING STATION FOR CARS"
126,"Saya sudah tau semua. Bapak ini bukan penemu dia meniru. Tabung pemadam api dari singkong itu peneleitian bocah sma. Alat nikuba, prinsip generator hidrogen itu faktanya bukan bahan bakar tapi hanya menyempurnakan pembakaran. Dengan kata lain konsumsi bbm jadi hemat. Dan prototype nikuba generator hidrogen itu plagiat prorotype generator hidrogen bapak joko energy chanel.","I already know everything. This gentleman is not an inventor he is imitating. The cassava fire extinguisher was researched by a high school boy. Nikuba tool, the principle of the hydrogen generator is in fact not a fuel but only completes combustion. In other words fuel consumption so frugal. And the Nikuba hydrogen generator prototype is a plagiarism prototype of the hydrogen generator Mr. Joko Energy Chanel."
127,Saat ini nikuba tidak efisien dan artinya masih tekor jika dijadikan energi.,Currently nikuba is not efficient and means it is still understaffed when used as energy.
128,Selamat seluruh dunia kena prank nikuba wkwkwk,Congrats the whole world got pranked by Nikuba wkwkwk
129,"Kita tunggu, perusahaan otomotif dari Eropa yang melirik Nikuba itu nanti ada kelanjutannya atau tidak.
Tahapan setelah ""melirik"" itu apa ya ?","We'll wait, European automotive companies that have their eyes on Nikuba will see if there will be a continuation or not.
What are the stages after ""glance""?"
130,"Canggih nya teknologi Nikuba 
15 M sangat murah, Lamborghini Ferrari aja 20 M... Politik dan dunia usaha menjadi hambatan yang sangat berat... Kapan Indonesia Maju ya?","Sophisticated Nikuba technology
15 billion is very cheap, Lamborghini Ferrari is only 20 billion... Politics and the business world are very heavy obstacles... When will Indonesia progress?"
131,Nikuba teknologi luar biasa sangat bermanfaat bagi manusia,Nikuba's amazing technology is very beneficial to humans
132,"Nikuba 
Joko energi","Nikuba
Joko energy"
133,"Bagusnya pihak BRIN aj yg beli teknologi NIKUBA seharga yg di bandrol pak ariyanto 15 miliar, agar pak ariyanto tdk begitu kecewa. Selanjutnya pihak BRIN aj yg menjadi pihak penerus NIKUBA serta pengembangannya jk pihak BRIN ingin memperbaiki citranya pd masyarakat indonesia.","It's good that BRIN bought NIKUBA technology for the price tag of Mr. Ariyanto, 15 billion, so that Mr. Ariyanto wouldn't be so disappointed. Furthermore, BRIN will become the successor to NIKUBA and its development if BRIN wants to improve its image in Indonesian society."
134,"Monopoly gk sih? Kalau Nikuba ini sukses, tentu ada Sumber Daya lain yg terancam.","Monopoly or not? If Nikuba is successful, of course there are other resources that are threatened."
135,"Yg bikin nikuba org indonesia klo jadi Dijual 15M ke itali.. Dikembangkan dinegara itali bikin lambonikuba Supercar dan akhirnya dibeli rafiahmad . Adre taulani dan kawan2 satu kendaraannya 20M 🤣 mungkin spt itu kedepannya, dan lanjut cina, jepang, korea ,amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia 😂 begitulah kira2 alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa..","If Nikuba was made by Indonesians, it would be sold for 15 billion to Italy.. It was developed in Italy to make Lambonikuba Supercars and finally it was bought by Rafiahmad. Adre Taulani and friends have 20 billion vehicles in one vehicle 🤣 maybe it will be like that in the future, and then China, Japan, Korea, America, Elon Musk will join in to make nikuba vehicles and then import them to Indonesia 😂 That's how it goes if the government doesn't take any action against the nation's children.."
136,"Nggak bisakah.. BRIN mendapatkan 1 unit NIKUBA itu lalu dibedah.. Apa isinya gimana kerjanya. 

Kan bisa minta ke Pak tentara yang sudah pakai itu.. 

Kesan aku sih ""ADA MISTERI GELAP"".","Can't it.. BRIN got 1 unit of NIKUBA and then dissected it.. What's in it, how does it work.

Can you ask the soldier who has used it?

My impression is ""THERE IS A DARK MYSTERY""."
137,"Itulah indonesia kebanyakan cukongnya, akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri 😢😢😢😢dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibi🤦🤦🤦🤦parah parah sekarang sekarqng nikuba kalau di kembangkan, indonesia akan  makmur dan tidak lg mengandalkan bahan bakar minyak ,seperti bensin dan solar","That's Indonesia, most of its financiers, in the end the inventors of technology became lazy to develop it in our own country 😢😢😢😢 in the past, Mr. Habibi did the same. Finally, it was Germany who owned Mr. Habibi's work. rely on fuel oil, such as gasoline and diesel"
138,"Di Indonesia ini gak usah jauh2 bahas nikuba dan tekhnologi dll, byorka aja mereka gak bisa nangkap kok. Dah lah... Gas luar negeri pak.. insyaallah akan sangat dihargai","In Indonesia, you don't have to go too far to discuss nikuba and technology, etc., just byorka, they can't catch you. Bye-bye... Foreign gas sir... God willing, it will be highly appreciated"
139,"Kalo Nikuba ini diakui dan dikembangkan di Indonesia, maka usaha SPBU2 di Indonesia bisa tutup semua dan itu akan sangat merugikan mereka.","If Nikuba is recognized and developed in Indonesia, gas stations in Indonesia can close all and it will be very detrimental to them."
140,"orang sains dah banyak yang jelasin, masih aja pada di tipu ama si ""nikuba"" buat bahan bakar kendaraan. itu alat HHO noh punya pak joko energi, malah si aryanto niru punya pak joko. trus APAR dri singkong juga udah ada penemunya dri 1980, rompi anti peluru malah anak SMA yang nemuin dri 2014.","Science people have explained a lot, they are still tricked by ""nikuba"" for vehicle fuel. It's an HHO device. Noh, Mr. Joko Energi owns it, instead, Aryanto imitates Mr. Joko's. then APAR from cassava also had an inventor from 1980, even a bulletproof vest was invented by high school students from 2014."
141,Nikuba omong kosong .cuma mainan anak kecil aja .mudah ski percaya a .klu mo bukti in tangki motor ya di lepas. Sy jamin motor gak akan bisa hidup .cuma alat model sperti itu,"Nikuba is bullshit. It's just a child's toy. It's easy for skiers to believe it. If you want to prove it's in the motorcycle tank, take it off. I guarantee that the motorbike won't start. It's just a model tool like that"
142,"bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu, kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan.","instead of insulting the way you talk, rich non-scientist, I'm a little doubtful, if you really can turn on and run the engine of your vehicle, you don't need to bother looking for money yourself from people close to you, selling Nikuba water, you've already looked for your own money, it's done, it's already gone, the government can't do anything the public already feels."
143,"nanti kalo Nikuba di pasarkan, bensin dll tidak lalu, kalo tidak laku nanti...","later if Nikuba is marketed, gasoline etc won't go away, if it doesn't sell then..."
144,Saya percaya sama nikuba penemuan org indonesia...semangat pak mixel.,"I believe in Nikuba, an invention by Indonesians...keep up the spirit Mr. Mixel."
145,Pertamina ketar ketir melihat nikuba,Pertamina is ketar ketir to see Nikuba
146,"Pertahankan pak
Saya yakin bapak penemu nikuba untuk masa depan, Bapak ini sangat pintar dan cerdas","Keep it up sir
I'm sure that you are the inventor of nikuba for the future, you are very smart and intelligent"
147,Nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai .dari pengereman mekanik dll karena Untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besar.kurang maksimal untuk kendaraan konvesional yang hanya memiliki Aki / acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk 100% sebagai bahan bakar kendaraan,"This Nikuba may be very suitable in the current era. It is suitable and can be developed with a combination of motorbikes or electric cars which have a greater electric capacity than conventional motorized vehicles and many sources of electricity from electric vehicles come from batteries. From mechanical braking, etc. Because to process hydrogen from water requires a large electricity requirement. the maximum is less for conventional vehicles that only have batteries / acu to meet their electricity needs if the goal is to use hydrogen from water to 100% as vehicle fuel"
148,"Itu mau makar penemuan nikuba tu, klu penemuan di luar keilmuan para ahli di Indonesia, seharusnya kan belajar memecahkan bersama, bukan GK mungkin/mustahil jawabannya, kecuali barang belum jadi. Selagi institusi riset dan teknologi di Indonesia masih ada unsur mafianya... GK akan maju Indonesia.. dan perlu tu institusi institusi yg angkat tangan/minim prestari di lakukan audit....","That's the reason for Nikuba's invention, if it's a discovery outside the knowledge of experts in Indonesia, you should learn to solve it together, not GK, the answer is possible/impossible, unless the goods haven't been made yet. As long as research and technology institutions in Indonesia still have mafia elements... GK will advance Indonesia... and it is necessary that the institutions that show up/lack of achievement are audited..."
149,"Penemuan bapak ini kan bentuk mentah harus di olah lagi, orang luar negeri juga beli nikuba bukan di telan mentah-mentah harus di olah lagi memang biar optimal, otak koruptor emang gitu malas mikir mau mikir nya kalo ada keuntungan buat kaya diri sendiri baru di hajar. HERAN 😂.
Kasus seperti ini sudah pernah terjadi puluhan tahun yang lalu dari ALM Bapak BJ Habibie dan sekarang terjadi lagi dan lagi. PARAH 😂.","This father's invention, right, the raw form must be processed again, foreign people also buy Nikuba, not swallow it raw, it must be processed again, indeed so that it is optimal, the corruptor's brain is so lazy to think, he wants to think, if there are benefits to make yourself rich, then you will be beaten up . WONDERFUL 😂.
Cases like this have happened decades ago from ALM Mr. BJ Habibie and are now happening again and again. HUGE 😂."
150,"HAHAHASUU.......
Nikuba misel MBLGEDESS COK","HAHAHAHASUU.......
Nikuba micelles MBLGEDESS COK"
151,"dan terjadi lagi orang pintar di indonesia bakalan dbuang....

ayoo ferrari cepet beli lisensi nikuba sebelum dipolitisasi oleh pejabat wakanda....","and it happens again that smart people in Indonesia will be thrown away....

let's get ferrari to buy a nikuba license before it gets politicized by wakanda officials...."
152,Copot aja pejabat yg kemarin gk mengakui nicuba tanpa diteliti dahulu,Just remove the official who didn't recognize nicuba without checking it first
153,Lebih baik nikuba diklaim negara lain...,Nikuba is better claimed by other countries...
154,"Untuk menghasilkan 1 ledakan elektrolisis butuh energi listrik untuk memisahkan hidrogen,, dan ledakan hidrogen tersebut tidak bisa menganti energi listrik yg di gunakan untuk membuatnya,,,,, jadi bisa di simpulkan untuk menjalankan nikuba tersebut menghidupkan montor akan membutukan arus listrik lebih besar apa lagi untuk menghasilkan ledakan yg berulangkali dan menjalakan montor,,,,, malah boros listrik gx efisien","To produce 1 explosion, electrolysis requires electrical energy to separate hydrogen, and the hydrogen explosion cannot replace the electrical energy used to make it,,,,, so it can be concluded that to run the nikuba, turning on the motor will require a greater electric current, what else to produce repeated explosions and run the motor,,,,, even wasteful electricity is not efficient"
155,"Aneh. Ntar mobil luar pada pake teknologi nikuba. Terus indo pada sibuk beli mahal""dari luar negeri.padahal nikuba nya dari indo. Eh malah indo yg beli mahal mahal dari luar negeri. Kebiasaa","Strange. Later the outside car will use Nikuba technology. Then Indo was busy buying expensive ""from abroad. Even though Nikuba was from Indo. Eh, in fact, Indo bought expensive things from abroad. Habits"
156,Hati2 pak dengan resep nikuba nya...bisnis asing sangat licik...,"Be careful, sir, with the nikuba recipe...foreign businesses are very sneaky..."
157,"Kalau Nikuba berkembang di Indonesia, mau dikemanain Pertamina dan Kendaraan listrik..... Aya2 wae....
Yang penting mah cuan..... Hmmmmm......","If Nikuba develops in Indonesia, where are Pertamina and electric vehicles going?
The important thing is cuan..... Hmmmmm......"
158,"Liat enggak negri ini enggak mau maju , bukan SDM kita yg rendah tapi pemerintahnya yg susah di ajak maju , mulai dari 4g sampai yg sekarang teknologi nikuba yg baru ini, kadang ini alasan kita enggak terima di bilang SDM rendah","Can't you see that this country doesn't want to progress, it's not our human resources that are low but it's the government that's difficult to get ahead, starting from 4g to now the new Nikuba technology, sometimes this is the reason we don't accept being called low human resources"
159,"Mendengar cerita pak aryanto seperti ada calo dari brin ke pihak italy dlm hal nikuba ini,
Hal yg udah biasa terjadi ditanah air tentang ""CALO""
😂😂😂😂😂","Hearing Mr. Aryanto's story, it seemed that there was a broker from Brin to the Italian side in this Nikuba case,
Things that are common in Indonesia about ""CALO""
😂😂😂😂😂"
160,Daftarkan cipta Nikuba.... bapak untuk royalti penemuan... 🙏,Register copyright Nikuba.... father of invention royalties... 🙏
161,"Ya kalo konoha pake nikuba nanti minyak gak laku, alhasil pengusaha2 minyak yg dibelakang pemerintahan gak cuan lg dan pejabat2 konoha gak dapet cuan deh 😂","Yes, if Konoha uses Nikuba then the oil won't sell, as a result the oil companies behind the government won't make any money anymore and Konoha officials won't get any money 😂"
162,"W termasuk orang yang sulit percaya akan klain nikuba yang bisa 1 tetes bensin bisa puluhan kilometer, dan lagi banyak juga klaim luar biasa yang ujungnya cuma omong doang kayak yang ngaku bikin roket di nasa lah pembangkit listrik dari pohon lah, kalau pun emang bener lebih baik dikembangkan di luar Indonesia karena Indonesia belum sanggup dalam pendanaan bikin drone aja goib di suruh bikin yang ga pasti","W is one of those people who find it hard to believe Nikuba's claims that 1 drop of gasoline can cover tens of kilometers, and there are also many extraordinary claims that end up just talking like those who claim to make rockets at Nasa are power generators from trees, even if it's true it's better developed outside Indonesia because Indonesia has not been able to afford the funding to make drones, goib is told to make things that are not certain"
163,"tenang ntar INDONESIA 🇮🇩 beli nikuba dari itali, biar kesannya beli barang yg berkualitas 😂😂

alasan lama "" teknologi itu tidak aman dan tidak evisien, "" tp lucunya saat NIKUBA sukses di negara orang ntar kita beli juga 😂

KARNA KALIAN TIDAK MAMPU MENDANAI , KALIAN CUMA MAMPU AMBIL UANG RAKYAT SAJA","calm down later INDONESIA 🇮🇩 buy nikuba from italy, so it feels like buying quality goods 😂😂

The old excuse ""technology is unsafe and inefficient,"" but the funny thing is when NIKUBA is successful in other countries we will buy it too 😂

BECAUSE YOU ARE NOT ABLE TO FUND, YOU ARE ONLY ABLE TO TAKE PEOPLE'S MONEY"
164,Mari kita tunggu paten dari nikuba...jika bener ada paten maka brin yg salah...apa  masih butuh bensin tidak...ato cuma fuel saver.,Let's wait for a patent from Nikuba...if there really is a patent then Brin is wrong...does it still need petrol or not...or is it just fuel saver.
165,ini Penipu masih aja diliput. coba dia buktikan statement dibeli Ferarri? gue udah muak modus ginian. dulu blue energi skrg nikuba,This scammer is still covered. can he prove the statement that Ferrari was purchased? I'm tired of this mode. formerly blue energy now nikuba
166,"Jgnkn NIKUBA yg cm seuprit doank.....PESAWAT Predisen BJ HABIBIE sj gk di akui di negara sendiri 😅😅😅😅

Saran buat klian yg PINTER kl mau karya kalian di akui NEGARA buatlah sistem Korupsi terstruktur n susah di lacak,100% pasti di akui n di support lngsng","Don't think NIKUBA is just as cheap as it is.....Plane President BJ HABIBIE just isn't recognized in his own country 😅😅😅😅

Suggestion for those of you who are PINTER, if you want your work to be recognized by the STATE, create a structured corruption system that is difficult to trace, 100% will definitely be recognized and directly supported"
167,nikuba ga masuk akal njir smua ahli udah ngomong ga efisien.. metro aja mau jelekin prmerintah,"nikuba doesn't make sense, all the experts have said it's not efficient... the metro just wants to make the government bad"
168,dari cerita nikuba dan semua riset rakyat .  yg dianggap dpt mengancam posisi cuan  monopoli 'pedagang' bbm dan industri/technologi  apapun di negri konoha akan dibasmi lewat tangan birokrat.,from nikuba stories and all the folk research . Those deemed to be able to threaten the monopoly position of fuel 'traders' and any industry/technology in the country of Konoha will be exterminated through the hands of bureaucrats.
169,"Nanti jg hilang lagi tu nikuba,,, sdh lupa wktu pak sby kepincut ama produk model gini akhirnya kecewa krn cm pepesan kosong. Klaim cirebon-smg pp dg 1 liter air,😅 tp mampir dipom berapa kali ngga dibahas.😅,","Later, Nikuba will disappear again... I forgot when Mr. Sby was attracted to this model of product and ended up disappointed because he ordered an empty message. Claim for Cirebon-SMG pp with 1 liter of water,😅 but stopped by the pump how many times it wasn't discussed.😅,"
170,Nikuba punya kita apa dah ke unggulan nya ? Masalah nya Toyota dah dari 2014 meluncurkan bahan bakar air cell.,"Is Nikuba ours, has it gone to the flagship? The problem is that Toyota has launched an air cell fuel since 2014."
171,"Sebenernya Allah swt sayang sama rakyat indonesia makannya diberikan pencetus kayak internet 4G yg akhirnya hak patenya diambil jepang dan sekarang ini nikuba muncul karena pemerintah yg dzolim menjual hasil bumi di negeri sendiri dengan harga cukup mahal, makanya ini kalau mau maju dihargai dan dikembangkann...


Perlu diketahui negara eropa bukan negara minyak, khususnya italia makanya dia berusaha mengganti minyak dengan ramah lingkungan entah bagaimana penelitian lanjutannyaa...","In fact, Allah swt loves the people of Indonesia, they were given the originator, like 4G internet, which in the end the patent rights were taken by Japan, and now Nikuba has appeared because the tyrannical government sells agricultural products in its own country at quite expensive prices, so if you want to move forward, it is valued and developed...


It should be noted that European countries are not oil countries, especially Italy, so they are trying to replace oil with environmentally friendly ways to do further research..."
172,Kalau Ferrari cs mendukung kenapa suruh bayar 15 milyar tidak mau? Kasihan penemu nikuba cuma dianggap tukang service sama Ferrari cs.  Tetap semangat dan terus berinovasi,"If Ferrari cs supports it, why don't you want to pay 15 billion? It's a pity that the inventor of Nikuba is only considered a repairman with Ferrari cs. Stay passionate and keep innovating"
173,"Itu krn pemerintah takut dengan mafia2 minyak yang ada saat ini. Klo nikuba di akui dan di pasarkan peetamina akan rugi,  banyak pom akan tutup","That's because the government is afraid of the current oil mafia. If Nikuba is recognized and marketed, peetamina will suffer a loss, many poms will close"
174,KKN yg di pelihara di negara konoha bukan yg model nikuba temuan anak negeri,The Community Service Program that is maintained in the country of Konoha is not the nikuba model invented by local children
175,"Coba pakai nikuba nya di motor tapi lepas tangki motor nya,jgn pakai bbm bisa apa tidak..??","Try using the Nikuba on the motorbike but take off the motorbike tank, don't use fuel, can it or not...??"
176,NIKUBA DI TOLAK RI KARENA MENURUT MAFIA REZIM BUKAN BISNIS YANG MENGUNTUNGKAN BAGI DIRI NYA. ITU LAH REZIM JAMAN SEKARANG LEBIH MEMIKIRKAN BER BISNIS DENGAN NEGARA LUAR KARENA KEUNTUNGAN NYA BISA DIMAKAN OLEH PERUT NYA SENDIRI BESERTA KELUARGA NYA,"RI REJECTED NIKUBA BECAUSE ACCORDING TO THE MAFIA REGIME, IT IS NOT A PROFITABLE BUSINESS FOR ITSELF. THAT IS THE REGIME TODAY THINK MORE ABOUT DOING BUSINESS WITH FOREIGN COUNTRIES BECAUSE THE PROFITS CAN BE EATED BY THEIR OWN STOMACH AND THEIR FAMILY"
177,Nikuba masih jauh untuk indonesia sebab masih banyak pendukung lainya yang mahal harganya bila untuk dijadikan perusahaan karena itu hanya peeusahaan yang besar yang mampu mengadopsinya,Nikuba is still far away for Indonesia because there are many other supporters who are expensive to turn into a company because only big companies are able to adopt it
178,NIKUBA OMONG KOSONG.. 👍,NIKUBA BULLSHIT.. 👍
179,"kalo NIKUBA, Di indonesia maju nanti PERTAMINA ga laku dan koruptor ga ada penghasilan ,jelas kan sampai sini kawan","If NIKUBA, in advanced Indonesia, PERTAMINA won't sell well and corruptors won't have any income, it's clear that it's all over here, friends."
180,"Kebanyakan ngehayal nih orang. Ini sebenarnya bicara hal dasar dalam fisika yaitu masalah konversi energi.

Air itu H2O jika ingin dipecah menjadi H2 (hidrogen)  +  O2 (oksigen), atau nama lainnya adalah elektrolisis, itu membutuhkan energi.

Dalam teknologi Nikuba, Air atau H2O dipecah menggunakan ENERGI LISTRIK. Kemudian dihasilkanlah H2 atau Hidrogen yang kemudian dijadikan bahan bakar untuk menghasilkan ENERGI untuk menggerakan Sepeda Motor. Dari segi Fisika (Termodinamika dan konversi energi) hal ini sangatlah tidak efisien. 

Daripada menggunakan energi listrik untuk memecah senyawa air menjadi hidrogen, kemudian hidrogen dibakar jadi energi penggerak motor yang jelas akan sangat tidak efisien. Lebih baik langsung saja menggunakan energi Listrik utntuk menggerakan motor (ini yang banyak dikembangkan sekarang yaitu motor listrik). 

Ya jelas teknologi macam Nikuba ini ga akan berkembang, sudah jelas jelas tidak efisien secara Hukum Termodinamika dan konversi energi. 

Nah dari sini kita lihat bahwa masyarakat Indonesia tidak paham, dibuatlah narasi Seolah Air dapat menjadi bahan bakar tanpa mebutuhkan energi untuk merubah air menjadi hidrogen. Seolah ada mafia yg mau buat kita ga maju, seolah pihak akademisi dan ilmuwan menolak penemuan, dll. Banyak orang tolol di sini.","Most people are delusional. This is actually talking about basic things in physics, namely the problem of energy conversion.

Water is H2O if you want it to be broken down into H2 (hydrogen) + O2 (oxygen), or another name is electrolysis, it requires energy.

In Nikuba technology, Water or H2O is broken down using ELECTRICITY. Then H2 or Hydrogen is produced which is then used as fuel to produce ENERGY to drive the Motorcycle. In terms of Physics (Thermodynamics and energy conversion) this is very inefficient.

Instead of using electrical energy to break down the water compound into hydrogen, then the hydrogen is burned so the driving energy of the motor will obviously be very inefficient. It's better to just use electrical energy to drive the motor (this is what is being developed now, namely electric motors).

Yes, it's clear that technology like Nikuba won't develop, it's clearly inefficient from the Law of Thermodynamics and energy conversion.

So, from here we can see that the Indonesian people do not understand, a narrative is made as if water could be fuel without the need for energy to convert water into hydrogen. It's as if there is a mafia that wants to keep us from progressing, as if academics and scientists reject discoveries, etc. Lots of morons here."
181,Saya dukung mu pak..test motor tanpa tangki dan tanpa BBM..100 persen pake nikuba😅,I support you sir..test the motorbike without a tank and without fuel..100 percent using Nikuba😅
182,Nikuba trus..sblum Pak Aryanto viral itu sdh ad Joko Energy..coba lah metro tv liput Joko Energy tp jgn kaget klo desain HHO generatornya sma kyk kepunyaanya Nikuba pdhl duluan Joko Energy😁,"Nikuba then... before Pak Aryanto went viral, Joko Energy... try Metro TV covering Joko Energy but don't be surprised if the design of the HHO generator is the same as Nikuba's, even though Joko Energy first"
183,Nikuba dan dokter terawan korban orng2 pintar dan licik,Nikuba and the doctor are victims of smart and cunning people
184,nikuba keren👍👍👍.  BRIN cilukba aja🤠🤓,cool nikuba👍👍👍. Just peekaboo BRIN🤠🤓
185,"Nikuba nasibnya sama mobil listrik yg sekarang di beli malaysia,payah dukungan pemerintah kita ini pengen nya uang kuropsi sedih","Nikuba has the same fate as the electric car that is now being bought by Malaysia, it's bad for our government to support it, it's sad that I want cash"
186,Lahhh..berita ini lagi. Yg tertarik sm berita ini mungkin kemarin2 males baca dan membandingkan dgn penelitian2 yg menyatakan bahwa Nikuba itu tidak valid,"Lahhh.. this news again. If you are interested in this news, maybe you were too lazy to read it yesterday and compare it with studies which state that Nikuba is invalid"
187,"Jagoan automotif seperti toyota, BMW dan Detroit bisa kalah sama NIKUBA dalam menemukan hydrogen sebagai bahan bakar automotif","Automotive champs like Toyota, BMW and Detroit could lose to NIKUBA in finding hydrogen as an automotive fuel"
