,Text,TextEng
183,"Jgn asal bela, sampai gk ngerti apa yg dibela, nanti jadi belagu, 

Mungkin penemu gk kuliah, tapi jgn remehkan pemerintah yg ngandelin orang yg kuliah kimia dll, yg tes kelayakan nikula, 

TNI itu bukan bidangnya. Untuk ngetes gitu2an.","Don't just defend yourself, until you don't understand what you are defending, you will become arrogant,

Maybe the inventors didn't go to college, but don't underestimate the government that relies on people who study chemistry, etc., who take nikula eligibility tests,

TNI is not his field. To test like that."
184,anjir judulnya menyesatkan,the title is misleading
185,"Aya sangat mendukung prinsip Pak.MICEL klu hsil karyanya d brikan pda pihak Itali asal ad konvennsasi yg sesuai  smentra pihak Brin acuh, sgma hasil karya Pak MICEL sukses n bisa mmuaskan , brjuang trus pantang mundur Pak MICEL, gk usah berkolabori dngn Brin percuma krna karya anak Bangsa gk d hargai  d NKRI , yg penting dpt duwit d mna pun hsil yanya  d kmbangkan. 
Mantap...sslamat berjuang...","I really support Mr. MICEL's principles if the results of his work are given to the Italian side as long as there is an appropriate agreement while Brin's party is indifferent, so that Mr. MICEL's works are successful and can be satisfying, fight and never give up Mr. MICEL, there is no need to collaborate with Brin because the work is useless the nation's children are not respected in the Unitary State of the Republic of Indonesia, the important thing is to get money wherever the results are developed.
Great... have a good fight..."
186,"Apa cuma ak yg percaya kalo Nikuba ini cuma pembualan bapak misel saja ya...😂
Secara fisika itu bulshit menurutku..
1liter air bisa 200km 
1tetes bisa 45km 
Come on baraya ga perlu pintar ko menganalisis ini..ini ud pasti pembualan, dan media memamfaatkan emosi nitizen membuat berita bombastis..ayolah be smart jangan mau di permainkan media.","Am I the only one who believes that Nikuba is just Mr Misel's boasting, huh...😂
Physics is bullshit in my opinion..
1 liter of water can go 200km
1 drop can be 45km
Come on, baraya, you don't need to be smart, how come you're analyzing this."
187,Di eropa negara maju byk Dana bagi mereka2 ilmuan malahan di dukung penuh sama pemerintahannya sedangkan di negara berkembang boro2 wkwkwkwwk,"In Europe, developed countries have a lot of funds for scientists who are even fully supported by the government, while in developing countries it's wasteful wkwkwkwwk"
188,❤ Wkwkwkwk.....Netizen dipermainkan AKAL SEHAT & RASA NASIONALISMEnya oleh MEDIA yang punya AGENDA TERTENTU.❤,❤ Wkwkwkwk..... Netizens are played with their HEALTHY SENSE & SENSE OF NATIONALISM by MEDIA who have CERTAIN AGENDA.❤
189,Indonesia tidak akan bisa maju karena penguasa dikuasai oleh mafia minyak sehingga karya anak bangsa dipandang sebelah mata,Indonesia will not be able to progress because the rulers are controlled by the oil mafia so that the work of the nation's children is underestimated
190,"Selama tidak bisa menguntungkan bagi para petinggi negeri konoha tercinta ini,,apapun terobosan yg ditemukan oleh anak bangsa akan diabaikan..","As long as it can't be profitable for the officials of this beloved Konoha country, whatever breakthroughs found by the nation's children will be ignored."
191,"Tes aja di motormu,sminggu brp kali gnti aki motor,sumberny bkn dr air,tp sbnarny dr aki,dan itu ga efisien","Just test it on your motorbike, how many times a week do you change the motorbike battery, the source isn't from water, but actually it's from the battery, and it's not efficient"
192,"Hebatnya media,bisa mmprovokasi jutaan org awam,mmanfaatnkan emosi dan ktidaktahuan sseorang demi klik,pntesan indo tertinggal,medianya aj kya gini,judulny mancing"" emosi,tp faktanya?","The media is amazing, it can provoke millions of ordinary people, take advantage of someone's emotion and ignorance for the sake of a click, Indo testing is left behind, the media is just like this, the title provokes emotion, but what are the facts?"
193,"Korban pembodohan media tv,di yt sudah lama dibahas kegagalan nikuba","Victims of TV media duping, on YT, the failure of Nikuba has been discussed for a long time"
194,PEMERINTAH DIMANA OTAKNYA COK JANCOK,THE GOVERNMENT WHERE THE BRAINS COK COK JANCOK
195,Iy jual ajah ke luar  ngapain di  sini juga banyak yg nyinyir otak koruptor mah  susah di mengerti,"I just sell it outside, why are there so many people who think that corruptors have brains, it's hard to understand"
196,Terbukti  orang luar menghargai ilmu  bukan nyinyirduluan seperti indonesia takut tersaingi,"It has been proven that outsiders value knowledge, not nyinyir first, as Indonesia is afraid of being rivaled"
197,Para penjahat berpangkat di Indonesia takut kehilangan pundi pundi nya,Indonesian high-ranking criminals are afraid of losing their coffers
198,Goreng terus,Keep frying
199,Sayakira akan zonk padaakhirnya 😅,I guess I'll be zonk in the end 😅
200,Tapi diluarpun juga sama ngak mau ....,"But on the outside, it's the same...."
201,"BRIN tai! Siapa dulu ketuanya??? 
Ada beberapa kenalan & kawan sy yg dia dipindahkan dri lembaga lain lembaga (misalnya SeaCorm) dimasukkan ke BRIN. Terungkap fakta bahwa proposal-proposal penelitian mereka ditolak dng alasan penghematan,  gak ada dana, dsb. Sampai mereka pada jengkel.","BRIN shit! Who was the head???
There are several acquaintances and friends of mine who were transferred from other institutions (eg SeaCorm) who were transferred to BRIN. It was revealed that their research proposals were rejected for reasons of savings, lack of funds, etc. Until they get irritated."
202,Bikin berita mbok yang proporsional. Mendatangkan tenaga ahli juga. Perlu di cek aslinya apakah Ferrari beneran tertarik nikuba. Bisa cek berita aslinya dari portalnya resmi ferari. Jangan seolah-olah membuat heboh terhadap inovasi yg sebenarnya sdh lama dan tdk layak. Tapi judulnya tidak salah dan tidak bisa digugat karena menggunakan tanda ?,Make proportional news. Bring in experts too. Need to check the original whether Ferrari really interested nikuba. You can check the original news from the official Ferrari portal. Don't pretend to make a fuss about innovations that are old and not worth it. But the title is not wrong and cannot be sued for using the ? sign.
203,😎jual aja di sana toh sekrng negara ini masih banyak di kuasai orang orang korup jdi percuma prestasi di sini..kaya anak sma yg di jogja di tolak bnyak universitas di indo..malah di terima di banyak univ luar negri🤣🤣,"😎sell it there, but now this country is still controlled by many corrupt people, so it's useless to achieve here... like high school students in Jogja, many universities in Indonesia reject them... instead they are accepted at many foreign universities🤣🤣"
204,"Biarkan di kenal dunia dulu,nanti kalau sudah terbukti menyesal sendiri, biasa plot lama😂","Let the world know first, later when it's proven to be sorry for yourself, it's usually an old plot 😂"
205,"Kaya apa kreatif anak bangsa aj ditolak apalagi brin kebanyakan gaya kebanyakan eksen gak bermutu brin itu paling orang"" Brin ngantongin uang sebesar ber MM bubarin aj gak bermutu seperti brin gak ada otak jenius brin itu bukan seperti tikus"" Berdasi marah itu fakta makan duit nya orang brin"" Fir'aun","How rich is the creativity of the nation's children being rejected, especially when brin has too many styles, most of the accents are not of the highest quality, brin is the most people"" Brin has pocketed as much money as MM and disperses it, it is not as good as brin, there is no genius brain, brin is not like a rat"" Being angry is a fact that eats people's money brin"" Pharaoh"
206,Halu su. 1 liter 200 km? Ni orang g paham termodinamika cuk,Hello su. 1 liter 200 km? Ni people don't understand thermodynamics
207,"NEGARA KITA INDONESIA IBARAT PECANDU NARKOBA.. ..HANYA MAMPU MENJADI PEMBELI....ADA HP BARU,MOBIL BARU,PESAWAT BARU.....SEMUA MERK NEGARA LUAR.....SEDANGKAN ORANG PINTER BANYAK KERJA DINEGARA LUAR DAN JADI WARGA DISANA......SEDANGKAN G PUNYA GELAR DOKTER....DAN PROFESOR.....TETAPI TIDAK BERBOBOT ALIAS GOBLOK.....HANYA KORUPTOR YG BANYAK.","OUR COUNTRY, INDONESIA IS LIKE A DRUGS ADDITIONAL.. ..ONLY ABLE TO BE A BUYER.... THERE ARE NEW HP, NEW CARS, NEW PLANES. PEOPLE THERE......WHILE G HAD A DOCTOR'S DEGREE....AND PROFESSOR.....BUT WERE UNLOCKED, AKA IMPOSSIBLE.....JUST MANY CORRUPTORS."
208,Sudah pulang ... Tanpa membawa hasil alias zonk,Already home ... Without bringing results aka zonk
209,"Indonesia:ini orang gila 🤣🤣
Negara luar:ini orang sangat luar biasa 👍","Indonesia: this is crazy 🤣🤣
Foreign country: these people are very extraordinary 👍"
210,Kalu di Nagara sendiri mah harus ada uang lalu di akui ga ada uang mah di singkir kan nanti kalu udah di akui di negara lain di kritik itulah indoneseia bisa nya mencemohan orang,"If in the Nagara itself there has to be money, then it's admitted that there's no money, I'll get rid of it."
211,Di incar sgt berbeda dgn ingin pembuktian...,Being targeted is very different from wanting to prove...
212,BRIN ITU PENGECUT....ASN ITU SIFAT NYA DMK...TDK MAU NGAKUI UNGGULAN SESEORANG...,BRIN IS A COward... ASN IS DMK'S NATURE... DON'T WANT TO ACKNOWLEDGE SOMEONE'S SUPERIORITY...
213,"Beliau ini orangnya halu, disadarkan malah marah. Dan para pendukungnya.... ah sudahlah. kita yg punya akal sehat mengalah saja","He is a halu person, conscious even angry. And the supporters.... ah never mind. we who have common sense just give in"
214,"gak tanggung"" sampe ngeprank org italy.","I don't care"" until I prank an Italian."
215,Itu lah bobroknya orng2 ngaku penting di negara ini,That's how bad people who claim to be important in this country are
216,"kalau saran saya pasang aja dulu pada motor motor yg mau di pasang...untuk pembuktian di tempat sendiri...biar yg ga setuju bisa liat hasilnya,coba selama berapa bulan di pakai kaya apa hasilnya","if my suggestion is just install it on the motorbike you want to install...to prove it on your own...so those who don't agree can see the results, try it for how many months you use it, what are the results"
217,"Kayanya dlu ada peneliti yg mengembangkan mobil berbahan bakar air. Namun peneliti itu malah bernasib naas ""katanya diracun"" klo ga salah diamerika. Kayanya ada di yt juga videonya.","It's like there used to be researchers who developed water-fueled cars. However, the researcher had an unlucky fate ""he said he was poisoned"" if I'm not mistaken in America. Looks like it's on YT as well as the video."
218,"Menurut saya pak misel gak usah melibatkan BRIN untuk mengembangkan nikuba,, lebih baik jika pak misel mematenkan hak cipta sendiri.. Tanpa campur tangan pemerintah... Karena pemerintah bakal menjegal dan mengeklaim penemuan tersebut.. Otomatis pak misel gak bakal dpt kompensasi atas hak ciptanya","In my opinion, Mr. Misel doesn't need to involve BRIN to develop Nikuba. It's better if Mr. Misel patents his own copyright. Without government interference... Because the government will block and claim the invention. he created"
219,Jangan lupa dipatenkan dulu pak,"Don't forget to patent it first, sir"
220,Lucu nya negeri indonesia ku🤣🤣🤣,My country of Indonesia is funny 🤣🤣🤣
221,"lagi2 kenapa yaa karakter anak bangsa kita ini - sering merendahkan Hasil Karya Anak Bangsa, kenapa coba?

mungkinkah Generasi berikutnya GenZ akan lebih bisa Menghargai / Mengapresiasi???","again, why is it that the character of our nation's children - often belittles the work of the nation's children, why try?

maybe the next Generation GenZ will be able to Appreciate / Appreciate more???"
222,"Orang2 Indonesia sengaja di buat bodoh, jadikan ada orang yg jenius' sengaja GK di hargai malah di cecar habis habisan dan kalo pinter2 habis pak oknum2 pemerintah dan oligarki.","The Indonesian people are deliberately made stupid, make people who are geniuses' deliberately appreciated. GK is even ravaged and if they are smart, government officials and oligarchs run out."
223,jangan mau di tipu pa. minta uang dulu baru bp keluarin resep nya.biar bp mendapatkan hasil dari risert sendiri.,"do not want to be deceived pa. Ask for money first, then BP will issue the recipe. So BP can get the results from the research itself."
224,sudah dengar sejak tahun 80 an deh ayah ku sudah dengar waktu dia kuliah di luar negri. aneh yaa,"I've heard it since the 80s, my father heard it when he was studying abroad. weird huh"
225,"Dari dulu saya sudah bilang, pemerintah jangan ganggu rakyat. 
Kita punya jalan hidup sendiri-sendiri.

Biarkan rakyat cari makan sendiri buat hidup, terutama rakyat miskin.","I have always said, the government should not disturb the people.
We have our own way of life.

Let the people find their own food for life, especially the poor."
226,Goblok banget,Really stupid
227,terjadi lagi dan terjadi lagi anak bangsa harus hijrah ke negri sebrang 'mirisss,it happened again and it happened again that the nation's children had to move to a foreign country 'sadly
228,"Semoga senantiasa semangat dalam berinovasi dengan karya-karyanya Pak, meskipun tidak di hargai oleh institusi BRIN negeri ini","We hope that you will always be passionate about innovating with your works, sir, even though they are not appreciated by the BRIN institution in this country"
229,"""BRON"" BENAR² MEMALUKAN, ITU KUMPULAN ORANG-ORANG PENJILAT, SAAT DIAKUI OLEH ASING BARU MAU CARI MUKA, DULU DIHINA-HINA.
ILMIAH TIDAKNYA OTAK MEREKA TIDAK MENJANGKAU.","""BRON"" IS REALLY Embarrassing, IT'S A COLLECTION OF LICKERING PEOPLE, WHEN ANOTHER FOREIGN RECOGNIZED BY A FOREIGN WANT TO FIND FACE, IT WAS INSULTED.
SCIENTIFIC OR NOT THEIR BRAIN DOESN'T REACH."
230,"D sini tau nya uang2 uang aja dr ujung rambut sampai ujung kaki, yg mempermudah masyarakat itu gk ada... , Mikir nya gmna uang masuk untuk kepentingan sendiri dan golongan aja, kalo untuk org banyak ,mulai GK peduli .,","Here, you know money is just money from head to toe, that doesn't make it easier for the community... Think about how the money goes in for the benefit of yourself and the group, if it's for a lot of people, start not caring."
231,"1. Harusnya pada awal-awal penemuan dulu akan lebih baik jika penemuan NIKUBA ditanggapi secara positif terlebih dahulu oleh pihak-pihak terkait di negeri ini (BRIN, Kemendikbudristek, dll)
2. Undang penemu NIKUBA untuk mempresentasikan;
3. Jika memungkinkan dikembangkan ya didukung untuk riset lebih lanjut untuk disempurnakan, apalagi penemu NIKUBA bukanlah seorang peneliti yang berlatar belakang akademisi yang mana penelitiannya mungkin tidak sesuai dengan SOP penelitian di kampus, sedangkan pihak BR!N dan kampus melihatnya dari sudut SOP penelitian akademis; Ingat bahwa banyak penemuan2 besar di dunia yang tidak ada background kampus dari penemunya, tetapi hasil dari trial and error yang berkali2 bahkan ratusan atau ribuan coba-coba dan hasil penemuannya bisa kita rasakan sama saat ini;
4. Jika ada sinergi antara penemu NIKUBA dengan pihak BRIN akan sangat bagus, penemu NIKUBA bisa terus melakukan penelitiannya, sedangkan pihak BRIN bisa meluruskan prosedeur risetnya;
5. Apapun yang dilakukan oleh anak bangsa terkait inovasi harus dihargai apalagi untuk kepentingan orang banyak. Jangan langsung dicibir, dicaci, dan dikritisi habis2an.","1. In the early days of the discovery, it would have been better if the discovery of NIKUBA had been responded positively by the relevant parties in this country (National Agency for Research and Technology, Ministry of Education and Culture, etc.)
2. Invite NIKUBA inventors to present;
3. If it is possible to develop it, it is supported for further research to be perfected, especially since the inventor of NIKUBA is not a researcher with an academic background, where his research may not be in accordance with research SOPs on campus, while BR!N and campuses view it from the point of view of academic research SOPs; Remember that there are many great discoveries in the world that did not have a campus background from their inventors, but were the result of repeated trials and errors, even hundreds or thousands of trials and we can feel the results of the findings today;
4. If there is a synergy between the inventors of NIKUBA and the BRIN, it will be very good, the inventors of NIKUBA can continue to carry out their research, while the BRIN can straighten out the research procedures;
5. Whatever is done by the nation's children regarding innovation must be appreciated, especially for the benefit of the people. Don't be immediately scorned, insulted, and criticized all over."
232,"Penemuan sebagus ini sangat murah kalo cm di jual 15 miliar, kalo Saya jadi penemunya minimal 1 triliun baru di lepas penemuan ini, karena bagi pabrikan luar negri uang 1 triliun itu sangat kecil","An invention as good as this is very cheap if it is only sold for 15 billion, if I become the inventor, at least 1 trillion will be released from this invention, because for foreign manufacturers, 1 trillion is very small."
233,Petinggi indon watak Belanda semua yg dari dulu bodoh ga pinter”,"Indonesian officials of Dutch character, all of whom have always been stupid and not smart”"
234,Alhamdulillah,Alhamdulillah
235,"Harusnya negara mensuport hasil karya anak negri sebagus ini, bila perlu mendanai agar penemuan seperti ini semakin sempurna","The state should support the work of local children as good as this, if necessary, fund it so that inventions like this are even more perfect"
236,kabar hari ini gmn??????????klu itu benar buat sendiri dan di pasarkan secara pribadi saja.dan banyak komentar yg gagal faham 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😢😢😢😢😢😢😢😢😢,how are you today????????? if it's true that you made it yourself and marketed it privately. and there are many comments that you fail to understand 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😢😢😢😢 😢😢😢😢😢
237,Ingat nikuba ingat joko energi penemu nikuba 2010 lalu,"Remember Nikuba, remember Joko, the energy that invented Nikuba in 2010"
238,Tapi alat ini memang menyalahi hukum fisika. Sebenarnya sumber energi bukan AIR tapi Listrik dari AKI untuk proses elektrolisis. Yang terjadi adalah sistem tsb adalah sistem yang rugi.,But this tool does violate the laws of physics. Actually the energy source is not WATER but electricity from AKI for the electrolysis process. What happens is the system is a losing system.
239,"Nikuba harusnya menjadi kebanggaan bangsa bukan malah dimatikan, sudah banyak penemuan dr anak bangsa yg lari ke luar negeri karena tidak dihargai bangsanya sendiri, sebagai contoh penemu obat DBD dr kota Pontianak yg sampai hari ini mati matian memperjuangkan hasil temuannya tapi selalu ditolak, padahal sampai hari ini banyak negara melakukan riset obat DBD tapi tidak berhasil sementara di Indonesia sendiri sudah ditemukan malah dianggap sepi aja,mana nih orang yg katanya peneliti yg sudah bergelar profesor ,nggak usah malu kalau ada masyarakat biasa yg  berhasil melakukan riset,","Nikuba should be the pride of the nation, not even shut down. There have been many inventions from children of the nation who fled abroad because their own people did not respect them. For example, the inventor of the DHF medicine from the city of Pontianak, who to this day is desperately fighting for his findings but has always been rejected, even though to this day So many countries are doing research on DHF medicine but it's not working, while in Indonesia it's been found that it's even considered quiet. Where are the people who are said to be researchers who have the title of professor? Don't be ashamed if there are ordinary people who are successful in doing research."
240,Lebih asyik lihat komennya netizen drpd ulasan beritanya 😊😊,It's more fun to see the comments from netizens than the news reviews 😊😊
241,COBLOS ALDI TAHER 🕴️🕴️,Vote for Aldi Taher 🕴️🕴️
242,"Brin brin... Diliat aja belum, dicoba aja belum, uda direndahkan duluan penemuan orang... Aneh memang

Sama kyk sertifikasi halal, sertifikasi bpom, mau diakuin aja prasyaratnya susah dan berbelit2... Diliran bawa segepok duit sekejap ijin keluar...","Brin brin... Haven't even looked at it, haven't tried it yet, it's been demeaned before people's discoveries... It's strange

It's the same as halal certification, BPOM certification, you just have to admit that the prerequisites are difficult and convoluted... One can bring a wad of cash and get a permit to issue..."
243,Brin ?? 😅😅😂😂,brin?? 😅😅😂😂
244,Bbm lewat😅😅😅 jgn berharap byk😅😅😅😅,Bbm late 😅😅😅 don't expect much 😅😅😅😅
245,"Udah g heran,,kayak g tau aja kl soal itu😅","I'm not surprised, it's like I don't know about that 😅"
246,"Perangkat2 kekuasaan mikirx cuma duit. Pak Jo tolong bikin lembaga rahasia yg ngumpulin orang2 pinter, no birokrat","Devices of power think only of money. Mr. Jo please create a secret agency that gathers smart people, no bureaucrats"
247,"Intinya Kalau di claim sebagai pengganti bahan bakar, pastinya ada yang takut bahan bakarnya tergantikan, Sumber cuan dari bahan bakar nantinya tergantikan. Pemasukan cuan dari perusahaan bahan bakar juga khawatir menurun.","The point is, if it is claimed as a substitute for fuel, surely there are those who are afraid that the fuel will be replaced. The source of income from fuel will be replaced later. Income from fuel companies is also worried about declining."
248,Indonesia sulit mengembangkan otomotif brow karna Indonesia lebih mengutamakan proyek daei hasil pajak,Indonesia is finding it difficult to develop Brow automotive because Indonesia prioritizes projects from tax proceeds
249,"Dari sejak kuda gigit besi di negeri tercinta ini ILMUWAN hanya dilihat sebelah mata, beda dg pejabat, politikus, oknum berpangkat, org kaya & oknum yg pintar ngomong ( walau modus) itu lebih dihormati.....

..","Since the iron horse in this beloved country, scientists have only been looked down upon, in contrast to officials, politicians, high-ranking persons, rich people & individuals who are good at speaking (despite their mode) are more respected.....

.."
250,KebanyKan korup. Cuman cari untung aja. Semoga perubahan menjadi lebih baik kedepan aamiin,Most are corrupt. Just looking for profit. Hopefully the changes will be better in the future aamiin
251,Bubarkan,Disband
252,"jawabanya telak mamamtuh,klo udh viral+Naik begini perusahaan Luar pasti gandeng apa engga malu tuh","the answer is hard, mamamtuh, if it's viral + it goes up like this, foreign companies will definitely cooperate or not be ashamed"
253,"Kendaraan di Indonesia tidak sejalan dengan teknologi Nikuba, karna semua mobil di indo berbahan bakar bensin dll, sehingga hanya satu perusahaan mobil yg bisa mendukung teknologi Nikuba ini, yaituuuuuu,,,, ESEMKA, tapi Esemka hanya di produksi pas musim pemilihan, dan hanya di produksi oleh petugas partai, lewat omongan planga plongo😂😂😂😂😂","Vehicles in Indonesia are not in line with Nikuba technology, because all cars in Indonesia are fueled by gasoline etc., so that only one car company can support this Nikuba technology, namely,,,,, ESEMKA, but Esemka is only produced during the election season, and only in production by party officials, through planga plongo talk 😂😂😂😂😂"
254,"banyak orang jenius di indonesia kerja di luar negeri, soalnya banyak orang jenius di indonesia gak dipakai kerja dan karyanya di dalam negeri krn terlalu banyak kepentingan memperkaya diri sendiri, aneh tapi nyata. Jika lembaga indonesia punya kepentingan lain, sulit untuk bangsa ini maju","Many geniuses in Indonesia work abroad, the problem is that many geniuses in Indonesia are not used to work and work domestically because there are too many interests to enrich themselves, strange but true. If Indonesian institutions have other interests, it will be difficult for this nation to progress"
255,"😂😂😂bener"" metro penyebar hoak...
jika berani suruh hak patenkan...
jika sudah didaftarkan dan ketauan bohongnya maka bisa dipidana...","😂😂😂 true ""metro hoax spreader...
If you dare ask for a patent...
if it has been registered and found to have lied then it can be punished..."
256,Biasa lah brin gk mw disalahin negara. Atau mungkin pngen duit dari hasil kejeniusan NIKUBA,It's normal that brin doesn't want to be blamed by the state. Or maybe want money from the genius of NIKUBA
257,Kbiasaan pmerintah melihara lembaga tak berguna. Yg berkarya luarbiasa mlah dibiarkan ketololan pmerintah dari dulu,The government's habit of maintaining useless institutions. Those who work extraordinarily have been allowed to be stupid by the government from the past
258,"Bukannya gimana-gimana ya. Terus terang gw sanksi sama nikuba. Biar bagaimana pun elektrolisis itu ga efesien. Kasarnya daripada buang energi buat mengelektrolisis air lebih baik energinya langsung dipakai buat menggerakkan motor. Tapi terlepas dari efesien atau ga, tentunya perlu desain teknis untuk melakukan elektrolisis dalam skala kecil ini. Harusnya bapak ini bisa mematenkan dulu desain yang beliau bikin sehingga ga perlu khawatir karyanya dicontek orang.","It's not how it is. To be honest, I am penalized by Nikuba. After all, electrolysis is not efficient. Roughly speaking, instead of wasting energy to electrolyze water, it is better if the energy is directly used to drive the motor. But regardless of whether it is efficient or not, of course a technical design is needed to carry out electrolysis on this small scale. This gentleman should be able to patent the design he is making first so that he doesn't have to worry about his work being copied."
259,"klo bisa ganti bensin saya beli 50jt alatnya, gmana pak aryanto?","if you can replace the gasoline, I bought the equipment for 50 million, what about Mr. Aryanto?"
260,Yg di hargai pejabat  adlh y mudah untuk d korupsi,What officials value is that they are easy to corrupt
261,Semangat trus pak.. Mending ke luar negeri ja pak g udah dsne... Dsne bapak g dihargai..,"Enthusiasm, sir.. It's better to go abroad, sir, it's already here... You're not appreciated here.."
262,15 milyar terlalu murah,15 billion is too cheap
263,Jokowi mana,Where's Jokowi?
264,🙃,
265,"Negri ini pasti menolak nikuba,,,, kalau nikuba di akuii tuh pertamina gk laku di negri ini🤣🤣🤣,,,,,, ya  inilah indonesiaku","This country definitely rejects nikuba,,,, if nikuba is admitted then Pertamina won't sell well in this country🤣🤣🤣,,,,,,yes this is my Indonesia"
266,Digoreng lagi..😂😂,Fried again..😂😂
267,"Arogansi BRIN sbg lembaga para pakar/ahli terhadap temuan/inovasi yg datang dari kalangan non-akademisi memang menunjukkan keangkuhan dunia akademik, experiment Nikuba bila nyata nyata terbukti bermanfaat maka akan membuat pakar BRIN menjadi ""katak dalam tempurung""...siapa jago ngecap dan tak bermanfaat....wuih, uang negara habis untuk mereka saja, enak sendiri seperti ""masturbasi""..??","BRIN's arrogance as an institution of experts/experts towards findings/innovations that come from non-academicians indeed shows the arrogance of the academic world, the Nikuba experiment if it actually proves to be useful will make BRIN experts become ""frogs in a shell""... who are good at speaking and no use....wow, the state's money is used up for them alone, it's delicious like ""masturbation""..??"
268,BRIN otak udang,BRIN prawn brain
269,"BUMN DAH BANGKRUT. 
KALO NIKUBA DI BUAT MASSAL...
APA YG AKAN TERJADI SAMA PENJABAT BUMN PERTAMINA.INI.
MAKA NIKUBA SULIT TEMBUS","SOEs HAVE BEEN BANKRUPT.
IF NIKUBA WAS MADE IN MASS...
WHAT WILL HAPPEN TO PERTAMINA.INI SOE OFFICERS.
THEN NICUBA IS DIFFICULT TO BREAK"
270,"Pembodohan yg berkepanjangan.
motor itu per detik pembakarannya bisa ratusan kali.
proses elktrolisis air menjadi hidrogen hanya mampu melakukan pembakaran 1 kali dalam 3 menit.
OTAK DIPAKE !! KOK PADA GOBLOK SIH","Prolonged deception.
The motor can burn hundreds of times per second.
the process of electrolysis of water into hydrogen is only capable of burning 1 time in 3 minutes.
BRAIN USED !! WHY IS IT STUPID?"
271,"Saya dukung bapak, lebih baik jual ke luar pak, kalau di negeri +26 ini anda tidak akan di hargai,","I support you, sir, it's better to sell it abroad sir, if in this +26 country you will not be respected,"
272,Ini lah bodohnya pemimpin pemimpin diIndonesia mana mau menjadi negara maju... Korup meraja rela. Cuali korup di hukum mati... Baru bisa menjadi negara maju.,This is the stupidity of leaders in Indonesia who want to be a developed country... Corruption reigns willingly. Unless corrupt is sentenced to death... Only then can it become a developed country.
273,"Brin pasti lagi nyiapin teks buat di baca di layar kaca, termasuk pemimpin nya..😂😂😂","Brin must be preparing the text to be read on the screen, including the leader..😂😂😂"
274,"Telat. ...
Mantap pak misel.....","Late. ...
Well done Mr Misel....."
275,klo tidak menguntungkan pejabat....maka akan ditolak.,if it doesn't benefit officials... then it will be rejected.
276,"Seharusnya pihak BRIN malu terhadap temuan itu, orang yang memiliki pendidikan smp mampu meciptakan hal yang menggemparkan dunia sedangkan mereka yang pnya pendidikan tinggi bahkan doktor sampai prof. tdk punya kemampuan apa-apa, sangat setuju jangan harapkan dukungan dari manapun temuan itu sudah membuktikan keberhasilan yang luar biasa, jangan sampai rahasia temuan itu jatuh ketangan oknum yang tdk bertanggung jawab.","BRIN should be ashamed of this finding, people with junior high school education are able to create things that shake the world, while those with higher education, even doctors to prof. do not have any ability, totally agree, don't expect support from anywhere, the findings have proven extraordinary success, don't let the secrets of the findings fall into the hands of irresponsible persons."
277,"Takut ada yg bangkrut klw pake nikuba.,.",Afraid someone will go bankrupt if they use Nikuba.
278,"sejak kapan ini teknologi baru, jelas udah dari lama adanya, coba di pikir lagi kalo emang bisa, kenapa malah banyak yg bilang buat menghemat bbm, jelas jelas nggak efisien masih aja, makanya sekarang adanya hidrogen ke listrik karena lebih masuk akal.","since when is this new technology, it's clear that it's been around for a long time, think again if it's possible, why do many even say it's to save fuel, obviously it's still not efficient, that's why now there is hydrogen to electricity because it makes more sense."
279,"BRIN...…😂😂😂memalukan,...ga setuju tapi mau nebeng......sneaked+in......maluuuuu","BRIN...…😂😂😂 it's embarrassing,...don't agree but want to hitch up......sneaked+in......shameful"
280,Ini lh .cara.bangsa..indonesia..memperlakukan rakyatnya yg btul2kretip yg mana negaranya tdk menghargai...maunya beli aja..apa pun dibeli...sdh ada rakyatnya yg menciptakan..tp tdk dihargai .. Indonesia tanah airku 😃😃😃😃😃😃,This is the way of the nation..Indonesia..treats its people who are really creative where the country doesn't appreciate...just want to buy it..everything is bought...already there are people who create..but not respected.. Indonesia is my homeland 😃 😃😃😃😃😃
281,Teknologi ini sebenarnya sudah ditemukan lama oleh kang diki,This technology has actually been discovered long ago by kang diki
282,Sebaiknya cari fakta dulu sebelum komen,Better get the facts first before commenting
283,Iya pak jual aj kenegara lain biar orang2 Indonesia mikir,"Yes, sir, just sell it to other countries so that Indonesian people think"
284,mending bagus dijual ke org luar sih,it's better to sell it to outsiders anyway
285,"tetep dukung media yang mencerdaskan bukan memviralkan sesuatu yg tidak jelas yang dan di isi narasi tertindas,selalu cek fakta sebelum publish, dan jadilah manusia yang berfikir pake otak 😂😂😂😂😂","keep supporting media that educates, not viralizes something that is not clear and is filled with oppressed narratives, always checks the facts before publishing, and be a human who thinks with a brain 😂😂😂😂😂"
286,Maju terus Pk Misel,Keep going Mr. Misel
287,"Klo ini laku di indonesia, Bagaimana Gurita Bisnis tidak pusing 😅","If this sells well in Indonesia, how come the Business Octopus doesn't get dizzy 😅"
288,Biasa monopoli dagang.....sistem kapitalis memang begini,It's normal to trade monopoly.....the capitalist system is like this
289,"Nikuba aja dibantai...
Apa lagi stadion JIS...
😱😱😱","Nikuba was slaughtered...
What else is JIS stadium...
😱😱😱"
