Text,Label
"Ini pada mudeng sistem nikubanya gx ya, kalau yg di aplikasi sekarang itu emang ganti 100% bbm? Di jelaskan jg gx berapa energi memisahkan H2 dan O2, sebanding gx? Nuklir aja  bisa ganti bbm tapi mau tah?
Orang Indo rame tapi gax pada mikir, batu ponari sini tak celupin.
Intinya harus ada perbaikan sampai di akui",positif
"Menurut saya, Buat penemu Nikuba enggak usah repot repot buat aja sendiri kalau ada yang beli dari dalam dan luar negeri jual aja ke pembeli kan selesai, kalau enggak ada yang beli mungkin  teknologinya perlu disempurnakan... biar beritanya enggak jadi ruwet.. 👍🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",netral
"masih menunggu, belum akan mengapresiasi ataupun menghujat. mengingat terlihat sederhananya sistem dan mekanisme nikuba ini. sekelas Italia pastilah lebih paham",negatif
"Nanti kalau teknologi ini sudah d sempurnakan,baru  indonesia minta kpd negara pengembang pasarkan nikuba k indonesia,Indonesiakan doyan impor😂😂😂,dan pemerintah saling menyalahkan knp skil SDM sendiri d ambil  negara lain...😏.",positif
"Sebenarnya bukan tidak dihargai, tapi pemerintah takut warga Indonesia semuanya menggunakan nikuba sedangkan yg kita tau bahan bakar minyak ini salah satu penghasilan anggaran negara terbesar",positif
Pertamina mau apa?? Ancur kalau nikuba disahkan di Indonesia.. mafia yg enak bisnis minyak mau makan apa nanti.. pom bensin pada kukut semua,positif
Sebenarnya kalau di seriusin nikuba bisa jadi alat politik 2024 seperti 10 tahun yang lalu yang katanya esemka bakal jadi mobil nasional dan sudah banyak yang order.,positif
Giliran udah di panggil sama orang luar aja ikut nimbrung... Dulu aja skeptis sama nikuba..,netral
"MEMALUKAN, BERITA NIKUBA DIVIRALKAN, INI MEMANG SDH LAMA, DIEROPA, JAPAN, SDH LAMA PAKAI TEKNOLOGI BERBASIS HYDROGEN. TOYOTA MIRAI , DI INGGRIS MALAH SDH ADA STASIUN PENGISIAN BAHAN BAKAR HUDROGEN BUAT MOBIL",negatif
"Saya sudah tau semua. Bapak ini bukan penemu dia meniru. Tabung pemadam api dari singkong itu peneleitian bocah sma. Alat nikuba, prinsip generator hidrogen itu faktanya bukan bahan bakar tapi hanya menyempurnakan pembakaran. Dengan kata lain konsumsi bbm jadi hemat. Dan prototype nikuba generator hidrogen itu plagiat prorotype generator hidrogen bapak joko energy chanel.",positif
Saat ini nikuba tidak efisien dan artinya masih tekor jika dijadikan energi.,negatif
Selamat seluruh dunia kena prank nikuba wkwkwk,positif
"Kita tunggu, perusahaan otomotif dari Eropa yang melirik Nikuba itu nanti ada kelanjutannya atau tidak.
Tahapan setelah ""melirik"" itu apa ya ?",netral
"Canggih nya teknologi Nikuba 
15 M sangat murah, Lamborghini Ferrari aja 20 M... Politik dan dunia usaha menjadi hambatan yang sangat berat... Kapan Indonesia Maju ya?",positif
Nikuba teknologi luar biasa sangat bermanfaat bagi manusia,positif
"Nikuba 
Joko energi",positif
"Bagusnya pihak BRIN aj yg beli teknologi NIKUBA seharga yg di bandrol pak ariyanto 15 miliar, agar pak ariyanto tdk begitu kecewa. Selanjutnya pihak BRIN aj yg menjadi pihak penerus NIKUBA serta pengembangannya jk pihak BRIN ingin memperbaiki citranya pd masyarakat indonesia.",positif
"Monopoly gk sih? Kalau Nikuba ini sukses, tentu ada Sumber Daya lain yg terancam.",positif
"Yg bikin nikuba org indonesia klo jadi Dijual 15M ke itali.. Dikembangkan dinegara itali bikin lambonikuba Supercar dan akhirnya dibeli rafiahmad . Adre taulani dan kawan2 satu kendaraannya 20M 🤣 mungkin spt itu kedepannya, dan lanjut cina, jepang, korea ,amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia 😂 begitulah kira2 alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa..",positif
"Nggak bisakah.. BRIN mendapatkan 1 unit NIKUBA itu lalu dibedah.. Apa isinya gimana kerjanya. 

Kan bisa minta ke Pak tentara yang sudah pakai itu.. 

Kesan aku sih ""ADA MISTERI GELAP"".",positif
"Itulah indonesia kebanyakan cukongnya, akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri 😢😢😢😢dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibi🤦🤦🤦🤦parah parah sekarang sekarqng nikuba kalau di kembangkan, indonesia akan  makmur dan tidak lg mengandalkan bahan bakar minyak ,seperti bensin dan solar",negatif
"Di Indonesia ini gak usah jauh2 bahas nikuba dan tekhnologi dll, byorka aja mereka gak bisa nangkap kok. Dah lah... Gas luar negeri pak.. insyaallah akan sangat dihargai",positif
"Kalo Nikuba ini diakui dan dikembangkan di Indonesia, maka usaha SPBU2 di Indonesia bisa tutup semua dan itu akan sangat merugikan mereka.",netral
"orang sains dah banyak yang jelasin, masih aja pada di tipu ama si ""nikuba"" buat bahan bakar kendaraan. itu alat HHO noh punya pak joko energi, malah si aryanto niru punya pak joko. trus APAR dri singkong juga udah ada penemunya dri 1980, rompi anti peluru malah anak SMA yang nemuin dri 2014.",negatif
Nikuba omong kosong .cuma mainan anak kecil aja .mudah ski percaya a .klu mo bukti in tangki motor ya di lepas. Sy jamin motor gak akan bisa hidup .cuma alat model sperti itu,positif
"bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu, kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan.",positif
"nanti kalo Nikuba di pasarkan, bensin dll tidak lalu, kalo tidak laku nanti...",netral
Saya percaya sama nikuba penemuan org indonesia...semangat pak mixel.,positif
Pertamina ketar ketir melihat nikuba,netral
"Pertahankan pak
Saya yakin bapak penemu nikuba untuk masa depan, Bapak ini sangat pintar dan cerdas",positif
Nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai .dari pengereman mekanik dll karena Untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besar.kurang maksimal untuk kendaraan konvesional yang hanya memiliki Aki / acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk 100% sebagai bahan bakar kendaraan,positif
"Itu mau makar penemuan nikuba tu, klu penemuan di luar keilmuan para ahli di Indonesia, seharusnya kan belajar memecahkan bersama, bukan GK mungkin/mustahil jawabannya, kecuali barang belum jadi. Selagi institusi riset dan teknologi di Indonesia masih ada unsur mafianya... GK akan maju Indonesia.. dan perlu tu institusi institusi yg angkat tangan/minim prestari di lakukan audit....",positif
"Penemuan bapak ini kan bentuk mentah harus di olah lagi, orang luar negeri juga beli nikuba bukan di telan mentah-mentah harus di olah lagi memang biar optimal, otak koruptor emang gitu malas mikir mau mikir nya kalo ada keuntungan buat kaya diri sendiri baru di hajar. HERAN 😂.
Kasus seperti ini sudah pernah terjadi puluhan tahun yang lalu dari ALM Bapak BJ Habibie dan sekarang terjadi lagi dan lagi. PARAH 😂.",positif
"HAHAHASUU.......
Nikuba misel MBLGEDESS COK",netral
"dan terjadi lagi orang pintar di indonesia bakalan dbuang....

ayoo ferrari cepet beli lisensi nikuba sebelum dipolitisasi oleh pejabat wakanda....",positif
Copot aja pejabat yg kemarin gk mengakui nicuba tanpa diteliti dahulu,netral
Lebih baik nikuba diklaim negara lain...,positif
"Untuk menghasilkan 1 ledakan elektrolisis butuh energi listrik untuk memisahkan hidrogen,, dan ledakan hidrogen tersebut tidak bisa menganti energi listrik yg di gunakan untuk membuatnya,,,,, jadi bisa di simpulkan untuk menjalankan nikuba tersebut menghidupkan montor akan membutukan arus listrik lebih besar apa lagi untuk menghasilkan ledakan yg berulangkali dan menjalakan montor,,,,, malah boros listrik gx efisien",positif
"Aneh. Ntar mobil luar pada pake teknologi nikuba. Terus indo pada sibuk beli mahal""dari luar negeri.padahal nikuba nya dari indo. Eh malah indo yg beli mahal mahal dari luar negeri. Kebiasaa",negatif
Hati2 pak dengan resep nikuba nya...bisnis asing sangat licik...,positif
"Kalau Nikuba berkembang di Indonesia, mau dikemanain Pertamina dan Kendaraan listrik..... Aya2 wae....
Yang penting mah cuan..... Hmmmmm......",positif
"Liat enggak negri ini enggak mau maju , bukan SDM kita yg rendah tapi pemerintahnya yg susah di ajak maju , mulai dari 4g sampai yg sekarang teknologi nikuba yg baru ini, kadang ini alasan kita enggak terima di bilang SDM rendah",negatif
"Mendengar cerita pak aryanto seperti ada calo dari brin ke pihak italy dlm hal nikuba ini,
Hal yg udah biasa terjadi ditanah air tentang ""CALO""
😂😂😂😂😂",netral
Daftarkan cipta Nikuba.... bapak untuk royalti penemuan... 🙏,netral
"Ya kalo konoha pake nikuba nanti minyak gak laku, alhasil pengusaha2 minyak yg dibelakang pemerintahan gak cuan lg dan pejabat2 konoha gak dapet cuan deh 😂",positif
"W termasuk orang yang sulit percaya akan klain nikuba yang bisa 1 tetes bensin bisa puluhan kilometer, dan lagi banyak juga klaim luar biasa yang ujungnya cuma omong doang kayak yang ngaku bikin roket di nasa lah pembangkit listrik dari pohon lah, kalau pun emang bener lebih baik dikembangkan di luar Indonesia karena Indonesia belum sanggup dalam pendanaan bikin drone aja goib di suruh bikin yang ga pasti",positif
"tenang ntar INDONESIA 🇮🇩 beli nikuba dari itali, biar kesannya beli barang yg berkualitas 😂😂

alasan lama "" teknologi itu tidak aman dan tidak evisien, "" tp lucunya saat NIKUBA sukses di negara orang ntar kita beli juga 😂

KARNA KALIAN TIDAK MAMPU MENDANAI , KALIAN CUMA MAMPU AMBIL UANG RAKYAT SAJA",positif
Mari kita tunggu paten dari nikuba...jika bener ada paten maka brin yg salah...apa  masih butuh bensin tidak...ato cuma fuel saver.,netral
ini Penipu masih aja diliput. coba dia buktikan statement dibeli Ferarri? gue udah muak modus ginian. dulu blue energi skrg nikuba,negatif
"Jgnkn NIKUBA yg cm seuprit doank.....PESAWAT Predisen BJ HABIBIE sj gk di akui di negara sendiri 😅😅😅😅

Saran buat klian yg PINTER kl mau karya kalian di akui NEGARA buatlah sistem Korupsi terstruktur n susah di lacak,100% pasti di akui n di support lngsng",positif
nikuba ga masuk akal njir smua ahli udah ngomong ga efisien.. metro aja mau jelekin prmerintah,negatif
dari cerita nikuba dan semua riset rakyat .  yg dianggap dpt mengancam posisi cuan  monopoli 'pedagang' bbm dan industri/technologi  apapun di negri konoha akan dibasmi lewat tangan birokrat.,negatif
"Nanti jg hilang lagi tu nikuba,,, sdh lupa wktu pak sby kepincut ama produk model gini akhirnya kecewa krn cm pepesan kosong. Klaim cirebon-smg pp dg 1 liter air,😅 tp mampir dipom berapa kali ngga dibahas.😅,",negatif
Nikuba punya kita apa dah ke unggulan nya ? Masalah nya Toyota dah dari 2014 meluncurkan bahan bakar air cell.,negatif
"Sebenernya Allah swt sayang sama rakyat indonesia makannya diberikan pencetus kayak internet 4G yg akhirnya hak patenya diambil jepang dan sekarang ini nikuba muncul karena pemerintah yg dzolim menjual hasil bumi di negeri sendiri dengan harga cukup mahal, makanya ini kalau mau maju dihargai dan dikembangkann...


Perlu diketahui negara eropa bukan negara minyak, khususnya italia makanya dia berusaha mengganti minyak dengan ramah lingkungan entah bagaimana penelitian lanjutannyaa...",positif
Kalau Ferrari cs mendukung kenapa suruh bayar 15 milyar tidak mau? Kasihan penemu nikuba cuma dianggap tukang service sama Ferrari cs.  Tetap semangat dan terus berinovasi,positif
"Itu krn pemerintah takut dengan mafia2 minyak yang ada saat ini. Klo nikuba di akui dan di pasarkan peetamina akan rugi,  banyak pom akan tutup",negatif
KKN yg di pelihara di negara konoha bukan yg model nikuba temuan anak negeri,netral
"Coba pakai nikuba nya di motor tapi lepas tangki motor nya,jgn pakai bbm bisa apa tidak..??",netral
NIKUBA DI TOLAK RI KARENA MENURUT MAFIA REZIM BUKAN BISNIS YANG MENGUNTUNGKAN BAGI DIRI NYA. ITU LAH REZIM JAMAN SEKARANG LEBIH MEMIKIRKAN BER BISNIS DENGAN NEGARA LUAR KARENA KEUNTUNGAN NYA BISA DIMAKAN OLEH PERUT NYA SENDIRI BESERTA KELUARGA NYA,negatif
Nikuba masih jauh untuk indonesia sebab masih banyak pendukung lainya yang mahal harganya bila untuk dijadikan perusahaan karena itu hanya peeusahaan yang besar yang mampu mengadopsinya,positif
NIKUBA OMONG KOSONG.. 👍,netral
"kalo NIKUBA, Di indonesia maju nanti PERTAMINA ga laku dan koruptor ga ada penghasilan ,jelas kan sampai sini kawan",positif
"Kebanyakan ngehayal nih orang. Ini sebenarnya bicara hal dasar dalam fisika yaitu masalah konversi energi.

Air itu H2O jika ingin dipecah menjadi H2 (hidrogen)  +  O2 (oksigen), atau nama lainnya adalah elektrolisis, itu membutuhkan energi.

Dalam teknologi Nikuba, Air atau H2O dipecah menggunakan ENERGI LISTRIK. Kemudian dihasilkanlah H2 atau Hidrogen yang kemudian dijadikan bahan bakar untuk menghasilkan ENERGI untuk menggerakan Sepeda Motor. Dari segi Fisika (Termodinamika dan konversi energi) hal ini sangatlah tidak efisien. 

Daripada menggunakan energi listrik untuk memecah senyawa air menjadi hidrogen, kemudian hidrogen dibakar jadi energi penggerak motor yang jelas akan sangat tidak efisien. Lebih baik langsung saja menggunakan energi Listrik utntuk menggerakan motor (ini yang banyak dikembangkan sekarang yaitu motor listrik). 

Ya jelas teknologi macam Nikuba ini ga akan berkembang, sudah jelas jelas tidak efisien secara Hukum Termodinamika dan konversi energi. 

Nah dari sini kita lihat bahwa masyarakat Indonesia tidak paham, dibuatlah narasi Seolah Air dapat menjadi bahan bakar tanpa mebutuhkan energi untuk merubah air menjadi hidrogen. Seolah ada mafia yg mau buat kita ga maju, seolah pihak akademisi dan ilmuwan menolak penemuan, dll. Banyak orang tolol di sini.",positif
Saya dukung mu pak..test motor tanpa tangki dan tanpa BBM..100 persen pake nikuba😅,positif
Nikuba trus..sblum Pak Aryanto viral itu sdh ad Joko Energy..coba lah metro tv liput Joko Energy tp jgn kaget klo desain HHO generatornya sma kyk kepunyaanya Nikuba pdhl duluan Joko Energy😁,positif
Nikuba dan dokter terawan korban orng2 pintar dan licik,positif
nikuba keren👍👍👍.  BRIN cilukba aja🤠🤓,positif
"Nikuba nasibnya sama mobil listrik yg sekarang di beli malaysia,payah dukungan pemerintah kita ini pengen nya uang kuropsi sedih",negatif
Lahhh..berita ini lagi. Yg tertarik sm berita ini mungkin kemarin2 males baca dan membandingkan dgn penelitian2 yg menyatakan bahwa Nikuba itu tidak valid,positif
"Jagoan automotif seperti toyota, BMW dan Detroit bisa kalah sama NIKUBA dalam menemukan hydrogen sebagai bahan bakar automotif",positif
Kendaraan listrik dengan baterai nikel.gmna nih.....? Kalau ada nikuba bisa gatot dong,negatif
"Kenapa kecewa pas ad brin di itali, mungkin brin memberi tahu keadaan alat itu yg sebenarnya..
Shg pihak nikuba gk bisa ngejual taknologinya kpd org itali
Mending di uji saja dg pihak yg kompeten biar sama2 tau hasilnya",positif
"Pa sebelum mengajari harus ada kompensasi dan hak paten pa
Agar saat bapak tidak ada jika sudah hak paten bapak akan tetap dapat uang sampai kapanpun selama nikuba di gunakan",netral
Metro tv semenjak prahara nasdem beritanya sekarang banyak menyerang pemerintah.soal nikuba tidak di apresiasi pemerintah tdk sepenuhnya benar krn pemerintah fokus untuk energi alternatif pada  program BIOSOLAR yg memang sdh terprogram jangka panjang dan memang sdh teruji menjanjikan,negatif
"Secara pendapat saya Pribadi Nikuba tidak akan berjalan mulus dan efektive, bukan  teknologi canggih.

Banyak media gembar gembor menyebar berita  seperti Dwi , batang Kendondong, Vaksin merah putih,  bibit padi, tangan robot dll.pada akhirnya tidak terbukti",positif
"Om di hak patenkan saja nikuba made Indonesia, jdi selama nikuba d pakai siapapun di manapun sudah pasti dapat kompensasi seumur hidup, jangan sampai kejadian sperti harley davidson terulang kembali om ! Harley aja yg udh company segede itu bisa abis lenyap seketika higga bangkit lgi dari nol ( cuman gara² d awal² dlu produksi masih pakai karbu brand lain )...",positif
Pak tolong itu 15 miliar trllu murah sedangkan yg berminat otomotif Italia..klo nikuba jalan di brand besar negara sana 15 miliar itu kecil bnget pa...seandainya bpk deal dngn 15 miliar masukan syarat setiap pembelian prodak otomotif yg memake nikuba harus memberikan kompensasi ke bapa..,positif
Abaikan BRIN...JANGAN MAU KERJA SAMAsebab dari awal sudah kelihatan ketidak percayaan mereka terhadap pernemuan nikuba ini...,negatif
"Cara kerja nikuba adalah  air di pecah jadi hidrogen dan oksigen pake listrik dari aki, hidrogen masuk ke pembakaran sehingga motor jalan, berarti kerja AKI sangat berat karena harus mecah air dan juga untuk pembakaran,",negatif
"Jual saja keluar Pak untuk apa ditahan kan tidak pernah didukung juga di negeri ini dan malah mencemooh juga banyak orang dari Brin, semoga berjaya dan semoga orang Brin yang datang kesana tidak menghambat atau ikut mencaplok nama nikuba",positif
Apakah Nikuba efisien?,positif
"Jangan mudah ditipu media, gue 60% gak percaya nikuba ini efisien.
DIkit dikit bilang.. ""Pantas Indonesia gak maju.."".

Bacot wkwk, netizen nya aja masih percaya berita tolol kyk gini.
GAK MASUK AKAL",positif
"BRIN sampai ngintil ke itali (padahal sebelumnya tdk respect dg hasil temuannya)
beliau sudah berjuang agar Nikuba digunakan pada kendaraan roda dua TNI, dan berhasil. keberangkatannya ke Itali juga disupport oleh Pangdam Siliwangi

kejadian spt ini mirip ketika penyanyi indo dihargainya di AGT (luar negeri)
baru kemudian para seniman dan pejabat lokal latah berlomba2 pencitraan!",positif
"Tesla sama batre aja bisa bgtu terkenalnya,sepertinya nikuba kalau dikembangkan bisa ni bersaing apalagi di sandingkan dengan mobil smea ataupun sepeda motor,bisa jadi produk jempolan Indonesia,lagian rasanya dengan harga 15m bisa dibilang murah kalau dibandingkan uang yang dikorup ataupun keuntungan yang bakal diraup kalau nikuba berkembang ke produk yang bisa dipasarkan secara masal",positif
"inilah buktinya, kalau hanya mencari keuntungan dan ada teknologi dari anak bangsa tidak dihargai karena bagi mereka hanya yg menguntungkan saja yg mereka mau. semangat Bapak, saya mendoakan bapak sukses, walaupun harus negara lain yg menghargainya.",positif
Nikuba ini cuma hayalan bergaya temuan padahal tak ada bukti nya sama sekali! Orang Tolol saja yg percaya air bisa diubah Jadi minyak BBM Utk kendaran ha-ha-ha he-he-he hahahaha 🤣🤣🤣🤣 ...halu tingkat dewa !!,negatif
"KATANYA PRO RAKYAT,  RAKYAT MANA WI, NJAR?? BRIN ITU DILIMPAHKAN DANA APBN BUAT PENGEMBANGAN RISET BUKAN JADI ALAT POLITIK..!!SABAR PAK NANTI PAK ANIES YG AKAN KEMBANGKAN PENELITIAN NIKUBA DAN YG AKAN PROMOSIKANNYA KE DUNIA INTERNASIONAL, SEKJEN PBB 2,5 MENIT AJA LANGSUNG SETUJU DGN KONSEP CLIMATE CHANGE PAK ANIES..",positif
"Nikuba itu open source, kalo diklaim pencipta, dan lagi bukan sebagai pengganti bbm, hanya membuat bbm menjadi efisien, sekelas metro dan cnn bisa terjebak pada waste information....hadeh...",positif
Yg pasti BRIN dah d blacklist ama penemu nikuba... BRIN kan isinya politikus 😂 risetnya cmn urusan teknologi berpolitik... 😂,positif
Mana nih yang paling nyinyir ama nikuba... kangen nih sama kalian 😂😂😂😀😀😀,negatif
"Semoga pak Misel ..selalu dilindungi Tuhan. Penemuan Nikuba ini, tdk di Apresisiasi RI atau negara pengexport Oil lainnya. Krn mrk khawatir tdk bisa dpt cuan dari export Minyak, Nikel ,Lithium. Sy yakin suatu saat mobil berbahan Bakar Fosil, Gas, Batere, Listrik akan ditinggalkan. Dan beralih ke bahan bakar Air",netral
"Jadi faktanya pak Aryanto kmrn diundang ke Italia bukan untuk negosiasi alat nikuba nya pak Aryanto, tp jauh2 terbang ke Italia diminta membantu memperbaiki alat nikuba mereka dari Romania yg rusak, selebihnya cma sekedar drama yg patut kita nantikan episode selanjutnya..",negatif
"Omong kosong.
Diundang cuma untuk mempresentasikan karena viral di Indonesia. Bukan mengakui klaim keandalan nikuba. 
Dengan viralnya nikuba itu sebenarnya menampakkan betapa bodohnya bangsa ini.
Tekhnologi usang yang sudah terbukti tidak efektif untuk mendapatkan energi yang di harapkan.",negatif
Jgn mau d rayu BRIN pak dia sudah mencemooh nikuba. Tolak jabnrin jika merayu,negatif
"Gila, pihak dalam negri yg mengapresiasi cuma TNI, semangat ya pak, semoga karyanya bisa menjadi kebanggaan indonesia",positif
"Kalo jadi di beli Ferari tertarik mau beli formula nikuba berikut teknologi nya, ujug ujug BRIN dateng mengklaim itu karya anak bangsa, dan kalo mau di jual harus melalui BRIN....yg saya takutkan seperti itu, regulasi fulus sampe mampus😂",positif
"Kalau nikuba di proyeksikan, tentu TIKUS TIKUS NEGARA AKAN PADA KELAPARAN.
iyaa kan??",negatif
Mobil listrik karya Kupu-kupu Malam Jogja jga nasibnya sma dg NiKuBa,positif
Siapa berani beratuh seluruh hartanya dengan saya kalau nikuba ini hoax tidak seperti klaimnya...silahkan inbok saya kalau ada yg berani!,positif
😂😂😂😂😂😂gegara nikuba banyak yang gagal paham memahaminya...,negatif
"Tinggal tunggu kabar italy menggunakan kendaraan berbahan bakar air, tapi penemu nikuba cuma dapat frame sesaat, sementara yg nikung kipas2 penghasilan",netral
"Stanley meyer membuat water fuel cell saat 1970 krisis minyak di amrik. Paten dia dia 1990. 
Nikuba yg pertama? Masaaaa?",negatif
"Media itu cuma membesar2kan, aku juga akhirnya searching sendiri. Seluk beluknya sebelum ada nikuba, sudah ada namanya joko energy",positif
"Anies Baswedan saja yang akan melanjutkan NIKUBA bersama NASDEM dan kualisi perubahan, yang di dukung metro TV 😂😂😂😂😂😂",positif
Dalam negri ngak bakal bisa menghargai hasil karya anak bangsa sy tetap mendukung perusahan luar negri untuk bisa memakai nikuba,positif
"Jelas-jelas KODAM III Siliwangi sudah meng 'uji jalan' NIKUBA  dengan menempuh Cirebon - Semarang. 
Apakah 'mereka' pikir KODAM III   membohingi publik? menjatuhkan marwah institusi sendiri?  
Jika di dalam negeri tidak ada sambutan / apresiasi dari pihak2 yg berkompwten, Go International pak Aryanto, sy mendukungmu..",positif
Kalau nikuba berkembang tumbang lah itu para mafia migas,negatif
Semoga Negara Italia semakin Maju dan Berkembang dengan Penemuan Nikuba !,positif
Nikuba hoax,negatif
"Kalau saya jadi presiden...  Penelitian bapak akan sy kembangkan agar GO INTERNASIONAL dan para Kenteng Magic sy kita ajak bikin Motor n Mobil Nikuba serta kita export, Indonesia pasti JAYA dgn adanya orang2 seperti bapak ini.....",positif
Nikuba ini sangat merugikan negara tangkap penemunya😂😂😂,negatif
Brin tak akui nikuba krn mengancam bisnis oligarki,negatif
ya ga mau lah ..kalau NIKUBA di gunakan di indonesia MAFIA negara jadi ga bisa mendàpatkan uang lagi dari jual beli minyak .... MAFIA negara di lawan ...,positif
amat di sayangkan kalau nikuba di beli sama asing.. sementara rakyat  butuh untuk mengurangi beban rakyat.. atau terlalu banyak mafia minyak di negri ini hingga takut bangkrut.,negatif
Mantab pak Nikuba. Apa urusannya dg Brin !!! Jual aja untuk modal Riset,positif
"Masalah yang di dalamnya akan menghasilkan uang banyak memang rawan dan beresiko tinggi.
Semoga nikuba dapat memuaskan penemunya dan membanggakan bangsa Indonesia.",positif
"nikuba bukan di tolak RI.
melainkan RI belum ada ilmunya  & dananya untuk TENAGA AIR itu.
klo FERARI kan emang udah canggih, udah masternya soal mobil & dananya SANGAT BESAR.
tentu mereka selalu UPDATE apasaja yg baru, termasuk NIKUBA itu.
.
KENAPA PENEMUAN DARI ORANG INDONESIA JUSTRU DITERIMA DI NEGARA LAIN?
YA KARENA MEREKA SELALU UPDATE + ADA ILMUNYA + ADA DANANYA.",positif
"WKKKKKKKKKK, , , , hari gini masih percaya nikuba??? 😂😂😂😂😂😂😂😂",netral
"Hmmm... penyakit lama. Ini soal gengsi saja, ahli BRIN seperti tertampar atas temuan pak micel (kalah start).. so, mereka mencoba menjegal dgn berbagai upaya melalui dukungan ""emak"" -nya... hehehhehe. Teori lain, temuan ini sangat membahayakan keberlangsungan bisnis otomotif berbahan bakar minyak dan pengembangan mobil listrik khususnya di indonesia yg selama ini jadi pangsa pasar potensial dunia otomotif. Pengusaha blm siap rugi kalau air bisa jadi penggerak otomotif  so, mereka mencoba menahan pengembangannya hingga suatu saat nanti nikuba mulai ramai digunakan.. pak micel.... hati2,  BRIN sdg lakukan operasi senyap lewat dukungan pemerintah... hehehehhe. Maju terus dan tetap berkarya inovatif pak... 👍✊✊✊",positif
"Brin ikut kemilan minta uang suap ke boss ferari biar indo tetep nolak nikuba dan teknologi nikuba otomatis terpaksa dijual ke boss ferari. Sehingga orang orang brin jadi kaya dari uang suap, italia makin maju dengan adanya nikuba. Sedangkan rakyat indo semakin banyak yang miskin karena kurangnya pengembangan teknologi",negatif
"di hargai dr hongkong 😂
orang si penciptanya aj bilang malah tdk d hargai sesampainya d italy.
suruh buka formulanya tp tdk d hargai dengan sepadan 😅
mau politisasi nikuba ya nasdem, biar ikutan viral seolah mendukung penemuan ini ? 😂",positif
"..lanjutkan pak.""nikuba""nya...!!! ..semoga bermanfaat bagi kehidupan dijagad raya..aamiin#(lwk.bgi.sulteng)#",positif
"Yo jelas toh, tehnologi yg dikembangkan pemerintah sudah sangat modern sampai"" tak terlihat sangat"" modern dibandingkan NIKUBA kita semua tau kan tehnologinya ya itu MOBIL ESEMKA yg sangat""canggih...negara lain pun belom bisa menandingi.",positif
"Kenapa ESEMKA gak pakai nikuba dari dulu..🤭

Daripada negara rugi melulu gara gara minyak..
ini bisa menekan angka pengeluaran minyak negara..🤭",negatif
Nikuba taik babi....otak goblok sok pinter...ngrakit smk aja gakbecus....dasar kacung cari muka...bisa nya bikin onde onde.,negatif
"Di Indonesia yang paling penting itu urusan Akhirat, Politik & Reality Show artis murahan. 
Nikuba terlalu sulit untuk bangsa Indonesia pak 🤪",positif
Sangat disayangkan pembuat nikuba ini tidak transparan atas penemuannya kepada para pakar teknologi utk membuktikannya. Kalau terbukti hasilnya ya monggo dibuatkan hak patennya atau haki di kemenkumham.,negatif
pemerintah lebih percaya si rara tolol pawang hujan dari pada sama nikuba gimana mau maju negeri ini !!,positif
"LOH TERNYATA DI MILAN ADA JUGA NIKUBA, KOK KOK GAK PROTES ? KATANYA PEÑEMU KOK DISANA ADA JUGA PENEMU NIKUBA, BOONG DONG PENEMU ARYANTO, YA UDAH DI LN KECEWA, DI DN KECEWA, YA UDAH JUAL KE MABES TNI AJA.👍👍👍",negatif
"Teknologi di jual 15 M,,,,di indonesia saja korupsi 8,4 T,,,jangan di jual baiknya di patenin baru di produksi,,,rakyat masih mau beli nikuba",positif
Maka jikalau BRIN mengakui NIKUBA maka Pertamina selaku BUMN ketar ketir,negatif
"Moga2 dihargai kecerdasan Bpk..? 
Nikuba sebaiknya di jual...itu betul sekali",positif
"Yg jelas pemerintah negara ini pasti tidak ingin rugi.
Kalau sampai nikuba di gunakan oleh seluruh rakyat Indonesia.",positif
"Mengapa pemerintah tidak mengakui nikuba? Karena jika air nikuba dijadikan BBM maka minyak sudah laku lagi ,ingat pemerintah juga ingin mencari cuan🤣🤣",netral
Pecat orang orang brin ganti dengan pak misel penemu nikuba,negatif
BRIN mengatakan nikuba ga masuk akal. Lah penemuan emang di luar nalar sama seperti penemuan listrik siapa yg menyangka? Kalau masuk akal bukan penemuan namanya. 😆,positif
Nikuba ngk cocok untk mobil Esemka cocoknya untk mobil Ferari mangkanya ditolak BRIN,negatif
